Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to Regions (statistical) value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000024,Merton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,104.82984,95.17016,115.75314,89.79068,122.11244,410,39111,,,Similar,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000025,Newham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,71.57213,65.54323,78.315,62.17496,82.23703,495,69161,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000026,Redbridge,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,69.80215,63.5487,76.8484,60.06254,80.94938,435,62319,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000027,Richmond upon Thames,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,86.25569,77.57224,96.81204,72.6095,102.80863,320,37099,,,Better,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000028,Southwark,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,101.74698,93.26781,110.78988,88.63296,116.15981,530,52090,,,Better,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000029,Sutton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,101.78662,91.29962,111.9908,85.91518,118.40203,380,37333,,,Better,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000030,Tower Hamlets,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,85.23729,77.60104,93.84167,73.34399,98.84948,435,51034,,,Better,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000031,Waltham Forest,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,95.45488,87.60129,104.2147,83.21014,109.30879,520,54476,,,Better,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000032,Wandsworth,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,123.2925,114.03959,133.5108,108.85111,139.44826,630,51098,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000007,London region (statistical),E09000033,Westminster,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,71.04566,61.66519,80.73599,56.86549,86.77626,220,30966,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E10000003,Cambridgeshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,101.14758,95.39871,107.54192,92.10054,111.1964,1085,107269,,,Better,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E10000007,Derbyshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,106.76722,100.98231,112.46646,97.84409,115.90796,1345,125975,,,Better,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E10000008,Devon,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,103.76777,97.79828,109.64369,94.5721,113.20171,1195,115161,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000011,East Sussex,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,125.70932,118.51685,133.71526,114.39061,138.29055,1070,85117,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E10000012,Essex,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,92.43984,88.64012,96.27673,86.5269,98.54505,2275,246106,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E10000013,Gloucestershire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,98.39976,92.2686,104.62289,88.92295,108.34851,990,100610,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000014,Hampshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,105.90519,101.79508,110.22771,99.45801,112.72976,2450,231339,,,Better,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E10000015,Hertfordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,104.17585,99.86521,108.52895,97.46842,111.10287,2245,215501,,,Better,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000016,Kent,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,100.72968,96.99206,104.65162,94.86543,106.92141,2685,266555,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E10000017,Lancashire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,146.39796,141.06018,151.68167,138.10617,154.82537,2945,201164,,,Worse,Similar,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E10000018,Leicestershire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,76.64052,71.47179,81.89339,68.66437,85.04767,845,110255,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E10000019,Lincolnshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,121.89601,115.50886,128.36329,111.99232,132.21245,1400,114852,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E10000020,Norfolk,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,123.02841,117.12598,128.99849,113.8634,132.54241,1670,135741,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E10000024,Nottinghamshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,90.09956,84.92732,95.19089,82.13163,98.2735,1200,133186,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000025,Oxfordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,118.27094,112.12342,124.66785,108.69261,128.42489,1385,117104,,,Similar,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E10000028,Staffordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,124.47594,118.52957,130.34421,115.2804,133.86895,1725,138581,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E10000029,Suffolk,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,93.63372,88.1414,99.03835,85.17688,102.31404,1150,122819,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000030,Surrey,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,103.28518,99.03614,107.76763,96.62217,110.36288,2175,210582,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E10000031,Warwickshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,124.87161,117.77304,132.2862,113.82401,136.6484,1155,92495,,,Worse,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E10000032,West Sussex,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,113.95025,108.40015,119.71086,105.29617,123.09029,1580,138657,,,Similar,Worse,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E10000034,Worcestershire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2013/14,98.47835,92.04503,104.79797,88.59855,108.64932,930,94437,,,Better,Better,20130000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Male,<15 yrs,,,2014/15,121.74384,120.77216,122.72139,120.21456,123.28671,60066,4933802,,,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Female,<15 yrs,,,2014/15,97.89696,97.00443,98.79566,96.4926,99.31559,46007,4699533,,,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,,,2014/15,110.1197,109.45803,110.78439,109.07786,111.16851,106082,9633335,,,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)",Most deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)",Fourth less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/20 geog.)",Most deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/20 geog.)",Third more deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/20 geog.)",Fifth more deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/20 geog.)",Fourth less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/20 geog.)",Least deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Most deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2014/15,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,180.84728,175.34384,186.5716,172.20474,189.88229,4020,222287,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,157.35726,154.34433,160.47702,152.60988,162.27044,10170,646300,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,130.70693,127.46454,133.92674,125.64641,135.82364,6325,483907,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,100.90373,97.84587,104.03283,96.11545,105.85667,4120,408310,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,125.92675,122.97937,129.00279,121.28331,130.76986,6760,536820,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,108.30964,105.57143,111.1009,104.01697,112.72494,5935,547966,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,96.56212,94.43105,98.67995,93.23238,99.92474,7980,826411,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,114.29122,111.98606,116.65698,110.66628,118.02385,9250,809336,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,<15 yrs,,,2014/15,121.22485,117.99408,124.43146,116.18625,126.32357,5485,452465,,,Similar,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,144.11749,139.13261,149.43005,136.26701,152.47654,3040,210939,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,130.62688,127.76914,133.49934,126.15248,135.17801,8030,614728,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,101.44768,98.61044,104.43404,96.97844,106.14835,4700,463293,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,84.80678,81.942,87.74614,80.32441,89.46148,3310,390299,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,97.72096,95.04619,100.49194,93.51881,102.09407,4985,510126,,,Similar,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,89.80554,87.25082,92.41606,85.80342,93.93664,4680,521126,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,71.86305,69.99453,73.74305,68.94131,74.84446,5685,791088,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,93.5278,91.37532,95.71818,90.15163,96.9916,7170,766617,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,<15 yrs,,,2014/15,101.66536,98.70112,104.74342,97.00956,106.52341,4385,431317,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,163.07885,159.25245,166.88,157.10361,169.11684,7065,433226,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,144.32669,142.25315,146.45497,141.05895,147.67937,18200,1261028,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,116.39569,114.23303,118.58901,113.00012,119.86215,11025,947200,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,93.03677,90.93317,95.17675,89.73697,96.42068,7430,798609,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,112.23119,110.21097,114.27915,109.05885,115.46767,11750,1046946,,,Worse,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,99.28986,97.40991,101.19698,96.33841,102.30413,10615,1069092,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,84.51319,83.09006,85.92954,82.28485,86.7583,13670,1617499,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,104.19092,102.60959,105.80336,101.70259,106.73454,16420,1575953,,,Better,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,<15 yrs,,,2014/15,111.67912,109.47542,113.89306,108.22639,115.18521,9870,883782,,,Similar,Not compared,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000001,Hartlepool,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,170.68864,144.03571,200.84263,130.19727,219.21217,145,8495,,,Worse,Similar,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,202.59319,180.73956,229.56867,168.25738,244.87811,275,13574,,,Worse,Similar,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,180.33491,155.16574,204.61201,142.76701,220.31036,210,11645,,,Worse,Similar,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,140.14069,123.9817,159.02264,115.06897,170.04515,255,18196,,,Worse,Better,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000005,Darlington,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,176.47669,149.98343,203.97522,136.65907,221.29228,170,9633,,,Worse,Similar,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000006,Halton,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,180.41453,157.88525,207.10591,145.50958,222.70533,215,11917,,,Worse,Worse,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000007,Warrington,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,136.8349,120.21148,153.96058,111.62086,164.57151,260,19001,,,Similar,Better,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,206.90896,186.21676,230.56767,174.73038,244.35372,345,16674,,,Worse,Worse,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000009,Blackpool,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,159.36923,138.29113,184.61111,126.74964,199.37682,190,11922,,,Worse,Similar,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,169.60929,153.68117,186.73974,145.03691,196.95015,415,24468,,,Worse,Worse,20140000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Male,<15 yrs,,,2014/15,126.22399,112.60899,140.20147,105.48299,148.79441,330,26144,,,Similar,Similar,20140000,,,1y
