time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,referral_count,rereferral_count,rereferral_percent,no_further_action_count,no_further_action_percent,not_in_need_count,not_in_need_percent,referral_child_count,rereferral_child_count,rereferral_child_percent
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,2449,503,20.5,25,1,876,35.8,2199,416,18.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,3203,688,21.5,6,0.2,1192,37.2,2898,589,20.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,3640,658,18.1,430,11.8,27,0.7,3366,592,17.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,9239,1863,20.2,1183,12.8,3580,38.7,8375,1605,19.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1990,488,24.5,0,0,275,13.8,1740,416,23.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,9370,2401,25.6,0,0,3923,41.9,8128,1998,24.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1748,322,18.4,37,2.1,680,38.9,1562,284,18.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,1529,249,16.3,56,3.7,464,30.3,1425,229,16.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,885,130,14.7,10,1.1,211,23.8,829,111,13.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Referrals and Re-referrals,5795,1545,26.7,677,11.7,521,9,5003,1265,25.3
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,3550,928,26.1,591,16.6,930,26.2,3084,775,25.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,6904,1943,28.1,163,2.4,1678,24.3,5903,1593,27
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,7031,1370,19.5,483,6.9,2315,32.9,6281,1189,18.9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Referrals and Re-referrals,2899,488,16.8,294,10.1,747,25.8,2645,414,15.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,9394,2304,24.5,589,6.3,3438,36.6,8091,1906,23.6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,10,0,0,0,0,c,c,10,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,759,100,13.2,c,c,166,21.9,695,80,11.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,3302,714,21.6,196,5.9,1377,41.7,3006,637,21.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Referrals and Re-referrals,4368,880,20.1,416,9.5,875,20,3903,757,19.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2178,363,16.7,0,0,913,41.9,1950,322,16.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,3789,935,24.7,185,4.9,2021,53.3,3263,774,23.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,2084,553,26.5,165,7.9,517,24.8,1813,455,25.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,3417,490,14.3,80,2.3,1189,34.8,3182,449,14.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,1844,245,13.3,75,4.1,442,24,1707,220,12.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,60,c,c,8,13.3,6,10,58,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1885,267,14.2,270,14.3,531,28.2,1743,236,13.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3379,564,16.7,266,7.9,997,29.5,3063,481,15.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2370,415,17.5,76,3.2,679,28.6,2209,376,17
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2257,626,27.7,938,41.6,21,0.9,1883,469,24.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3164,527,16.7,318,10.1,696,22,2902,433,14.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,4365,845,19.4,182,4.2,1862,42.7,3930,720,18.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,4878,718,14.7,26,0.5,1296,26.6,4515,650,14.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3879,636,16.4,261,6.7,1617,41.7,3533,556,15.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,5919,1412,23.9,507,8.6,1267,21.4,5087,1137,22.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,2113,358,16.9,89,4.2,303,14.3,1938,325,16.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1925,364,18.9,391,20.3,566,29.4,1736,311,17.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,6148,1064,17.3,504,8.2,2001,32.5,5520,902,16.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,2885,429,14.9,290,10.1,330,11.4,2636,367,13.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,3620,752,20.8,242,6.7,1423,39.3,3231,652,20.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,4669,436,9.3,651,13.9,528,11.3,4451,396,8.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,4032,811,20.1,369,9.2,1712,42.5,3658,718,19.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,4762,899,18.9,321,6.7,886,18.6,4318,785,18.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4383,820,18.7,609,13.9,1824,41.6,4015,735,18.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,5159,1022,19.8,702,13.6,712,13.8,4568,835,18.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3601,595,16.5,115,3.2,1715,47.6,3296,519,15.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,3028,378,12.5,91,3,807,26.7,2849,347,12.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,3267,725,22.2,69,2.1,556,17,2944,636,21.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,3709,670,18.1,38,1,1461,39.4,3391,556,16.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,3241,626,19.3,444,13.7,176,5.4,2877,524,18.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1391,181,13,c,c,420,30.2,1321,164,12.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,2356,431,18.3,203,8.6,869,36.9,2115,365,17.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,4874,888,18.2,263,5.4,1759,36.1,4423,759,17.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1467,226,15.4,11,0.7,491,33.5,1353,193,14.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,2329,536,23,435,18.7,659,28.3,2094,444,21.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,5328,1091,20.5,499,9.4,2039,38.3,4753,953,20.1
2021,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,597760,135850,22.7,35620,6,182070,30.5,529490,112740,21.3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,30160,6530,21.6,290,0.9,8420,27.9,27040,5600,20.7
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,81410,18080,22.2,2960,3.6,23200,28.5,72580,15320,21.1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,64040,14450,22.6,2790,4.4,18500,28.9,57210,12190,21.3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,55740,14040,25.2,5170,9.3,22000,39.5,48280,11280,23.4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,64600,13150,20.4,1700,2.6,23330,36.1,58110,11270,19.4
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,42340,8640,20.4,1960,4.6,14590,34.5,38080,7260,19.1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,101700,19620,19.3,7710,7.6,27090,26.6,91940,16680,18.1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,111140,30750,27.7,9940,8.9,33070,29.8,95030,24250,25.5
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,46640,10600,22.7,3110,6.7,11870,25.4,41240,8900,21.6
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,40640,7880,19.4,4030,9.9,10010,24.6,36590,6630,18.1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,61060,11740,19.2,3680,6,17080,28,55340,10060,18.2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,748,143,19.1,68,9.1,193,25.8,695,122,17.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,4689,1069,22.8,0,0,1088,23.2,4204,902,21.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,1670,320,19.2,56,3.4,740,44.3,1499,277,18.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1512,350,23.1,c,c,116,7.7,1336,298,22.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,4429,904,20.4,67,1.5,1319,29.8,4008,792,19.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,3481,935,26.9,c,c,2073,59.6,3009,736,24.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1711,324,18.9,0,0,488,28.5,1548,285,18.4
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,2589,519,20,30,1.2,885,34.2,2351,461,19.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,1878,394,21,c,c,182,9.7,1659,335,20.2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,1644,324,19.7,52,3.2,470,28.6,1493,284,19
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,2982,699,23.4,0,0,204,6.8,2639,620,23.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,2822,547,19.4,c,c,666,23.6,2600,483,18.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,1605,288,17.9,26,1.6,505,31.5,1493,260,17.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,2739,874,31.9,0,0,966,35.3,2290,694,30.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,5187,1373,26.5,395,7.6,488,9.4,4387,1058,24.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2045,455,22.2,87,4.3,666,32.6,1802,392,21.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,2273,353,15.5,92,4,607,26.7,2130,322,15.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,3167,727,23,435,13.7,901,28.4,2757,620,22.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,3433,746,21.7,260,7.6,1102,32.1,3112,636,20.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,1322,203,15.4,35,2.6,542,41,1247,185,14.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,1506,286,19,38,2.5,428,28.4,1345,247,18.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,8609,1778,20.7,26,0.3,2072,24.1,7764,1582,20.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,6227,1608,25.8,413,6.6,1677,26.9,5428,1306,24.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,7500,1449,19.3,304,4.1,1622,21.6,6690,1244,18.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,4524,1032,22.8,7,0.2,1867,41.3,4006,876,21.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,4685,1246,26.6,304,6.5,1508,32.2,4065,1050,25.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,3610,554,15.3,0,0,584,16.2,3440,512,14.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2556,440,17.2,8,0.3,1061,41.5,2351,390,16.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2281,638,28,125,5.5,945,41.4,2027,529,26.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3416,645,18.9,46,1.3,1126,33,3124,552,17.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,2683,419,15.6,82,3.1,844,31.5,2442,377,15.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2019,348,17.2,27,1.3,540,26.7,1847,318,17.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1904,360,18.9,60,3.2,535,28.1,1747,317,18.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,5086,1543,30.3,111,2.2,1673,32.9,4361,1259,28.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3030,713,23.5,82,2.7,945,31.2,2725,598,21.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2722,420,15.4,8,0.3,196,7.2,2513,394,15.7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,10757,2375,22.1,274,2.5,3250,30.2,9534,1995,20.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2407,591,24.6,6,0.2,17,0.7,2164,500,23.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,4870,1237,25.4,26,0.5,2029,41.7,4218,1032,24.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2148,403,18.8,c,c,86,4,2014,352,17.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,4855,1023,21.1,76,1.6,1728,35.6,4317,875,20.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,2551,406,15.9,0,0,525,20.6,2389,358,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,9495,2434,25.6,1212,12.8,4417,46.5,8302,1987,23.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,3446,1072,31.1,0,0,971,28.2,2891,840,29.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1298,171,13.2,0,0,450,34.7,1217,152,12.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,3939,615,15.6,c,c,1356,34.4,3639,543,14.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,3269,580,17.7,17,0.5,1208,37,3026,525,17.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,5434,1053,19.4,593,10.9,1093,20.1,4972,918,18.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,5296,1719,32.5,427,8.1,1170,22.1,4592,1402,30.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1553,347,22.3,144,9.3,0,0,1422,312,21.9
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,4683,1002,21.4,453,9.7,1949,41.6,4176,857,20.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,10297,2704,26.3,205,2,4405,42.8,8802,2174,24.7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,3434,695,20.2,111,3.2,974,28.4,3048,574,18.8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,5163,1092,21.2,189,3.7,1032,20,4623,903,19.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,6125,1290,21.1,368,6,2516,41.1,5517,1118,20.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Referrals and Re-referrals,11724,3681,31.4,3716,31.7,3959,33.8,9624,2758,28.7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,3976,671,16.9,121,3,1614,40.6,3668,596,16.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,10089,2840,28.1,0,0,5481,54.3,8596,2239,26
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,250,68,27.2,c,c,73,29.2,230,61,26.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,14269,2747,19.3,293,2.1,6706,47,12828,2391,18.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,5754,1439,25,24,0.4,1687,29.3,4976,1123,22.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,3475,748,21.5,64,1.8,432,12.4,3109,629,20.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,1080,114,10.6,0,0,58,5.4,1080,114,10.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,5397,1122,20.8,0,0,1447,26.8,4889,1006,20.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,2029,306,15.1,69,3.4,291,14.3,1871,264,14.1
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,2272,462,20.3,9,0.4,780,34.3,2074,424,20.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,6431,1122,17.4,611,9.5,1906,29.6,5910,996,16.9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,5338,1345,25.2,116,2.2,2189,41,4727,1156,24.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1537,304,19.8,c,c,568,37,1423,271,19
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,3376,907,26.9,219,6.5,1777,52.6,2880,721,25
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5525,1159,21,c,c,2628,47.6,4984,987,19.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,2838,206,7.3,20,0.7,631,22.2,2677,198,7.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,5277,1165,22.1,262,5,2229,42.2,4678,986,21.1
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1418,216,15.2,0,0,484,34.1,1321,187,14.2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,4746,1234,26,819,17.3,1444,30.4,3992,942,23.6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,1543,322,20.9,17,1.1,391,25.3,1381,293,21.2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,7203,1335,18.5,244,3.4,3025,42,6606,1124,17
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,5136,694,13.5,0,0,1878,36.6,4793,641,13.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,3247,844,26,69,2.1,1427,43.9,2813,662,23.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,5849,1072,18.3,23,0.4,1304,22.3,5403,959,17.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,2410,541,22.4,548,22.7,386,16,2112,450,21.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,2050,570,27.8,116,5.7,999,48.7,1778,453,25.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,6139,1317,21.5,52,0.8,2284,37.2,5497,1111,20.2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2594,493,19,71,2.7,964,37.2,2380,437,18.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1669,333,20,120,7.2,512,30.7,1493,295,19.8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,2939,802,27.3,434,14.8,560,19.1,2459,631,25.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,10774,3558,33,3041,28.2,2056,19.1,8519,2557,30
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,3824,788,20.6,76,2,502,13.1,3432,655,19.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,21331,7353,34.5,3091,14.5,6896,32.3,17003,5429,31.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,2619,932,35.6,271,10.3,905,34.6,2132,684,32.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,18942,5320,28.1,54,0.3,7411,39.1,16576,4302,26
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,3259,817,25.1,370,11.4,1339,41.1,2888,696,24.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,2856,577,20.2,202,7.1,680,23.8,2582,504,19.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,6503,1797,27.6,776,11.9,2225,34.2,5503,1353,24.6
